Symbol,logFC,PValue,FDR,
CR43301,0.152372417,0.766118589,0.977845717,
CG4449,0.152386091,0.615837204,0.893635834,
CG8870,0.152969249,0.701395815,0.938593176,
Pgant35A,0.153166692,0.767595363,0.978730254,
CG17658,0.153446096,0.712300077,0.945752594,
CG17672,0.153548462,0.867744128,1,
CG11771,0.153571598,0.531136734,0.827727121,
Cht11,0.153579722,0.671035481,0.920719429,
HLH4C,0.153651359,0.852125307,1,
l(1)G0320,0.153723398,0.766596588,0.978169863,
lmd,0.153837136,0.849286794,1,
Dcr-1,0.154287098,0.670432314,0.920654669,
Dhpr,0.154337649,0.625869894,0.898323624,
Kap-alpha3,0.154607293,0.597858326,0.881307431,
ctp,0.154719531,0.566453447,0.856437655,
CR45444,0.154863903,0.795343497,0.994506388,
vkg,0.154930085,0.773900792,0.9820449,
AdenoK,0.155186618,0.621708238,0.896964204,
woc,0.155507417,0.585976919,0.870968752,
Spt6,0.156140505,0.633487271,0.902720951,
CG9903,0.156195364,0.81587382,1,
CG13457,0.156521384,0.787866175,0.990140073,
CG2091,0.156530578,0.597429121,0.881008922,
CG9577,0.156608449,0.651968445,0.914795676,
CG3714,0.156928155,0.601374342,0.88401725,
RNaseX25,0.156987021,0.557006037,0.848240917,
eIF4G2,0.157039175,0.544199573,0.838006539,
Myt1,0.157050457,0.670336418,0.920646764,
CG8195,0.157071074,0.679295548,0.924767472,
CG9922,0.157080044,0.557531853,0.848458161,
4EHP,0.157289925,0.571664378,0.859930332,
Hlc,0.157333733,0.622915298,0.898151356,
CG13933,0.157349125,0.672387515,0.921521829,
CG14438,0.157376757,0.609000884,0.889576133,
CG30414,0.157442054,0.634354195,0.902720951,
nonC,0.157444544,0.610188116,0.890313685,
Top2,0.157480128,0.578158837,0.864588753,
Mpcp,0.157747143,0.56181763,0.852302051,
CG34213,0.157784448,0.705927705,0.941775405,
Srp54k,0.158396808,0.55854237,0.849391142,
tst,0.158421046,0.562231587,0.852560297,
CG34176,0.158435379,0.75693709,0.971728546,
CG1113,0.158437249,0.855808921,1,
bigmax,0.158565316,0.542954071,0.836860672,
TfIIFalpha,0.15859696,0.632529952,0.902720951,
CG7420,0.15863712,0.658393856,0.915724728,
CG5913,0.158811144,0.60068757,0.883554042,
CG8032,0.158865024,0.615734041,0.893634418,
wdb,0.159090645,0.539645854,0.834002473,
Tim10,0.159297404,0.611303593,0.891184232,
CG42497,0.159297404,0.611303593,0.891184232,
kat-60L1,0.159330955,0.585942184,0.870968752,
vito,0.159425357,0.559614533,0.850131568,
CG2691,0.159429028,0.554228705,0.845482779,
CG42233,0.159499479,0.604594773,0.886664647,
Snm1,0.159647154,0.645126588,0.909661331,
CG30016,0.159953757,0.779420221,0.984619694,
MFS18,0.160110889,0.630817241,0.902019467,
CG7058,0.160115094,0.80983819,1,
CG1307,0.160134466,0.513636648,0.81194639,
wek,0.160157039,0.62953031,0.901390513,
RanBP3,0.160431804,0.584214627,0.869469349,
Ykt6,0.160435118,0.549626979,0.841776096,
CG6163,0.160505581,0.713056222,0.946233181,
Spc105R,0.16066932,0.728122224,0.955302943,
mus205,0.160865758,0.610981365,0.89109445,
CG9514,0.161254441,0.835695812,1,
olf413,0.161357258,0.802462156,0.997932228,
CG12020,0.161435373,0.781763767,0.986365374,
Galphao,0.161469048,0.530893074,0.827494863,
CG12730,0.16160315,0.626268169,0.898558677,
maf-S,0.16165609,0.544960813,0.838364379,
Sxl,0.161747015,0.599821129,0.882888572,
alphaTry,0.161856256,0.868765903,1,
step,0.161960815,0.607141645,0.888760242,
CG6020,0.162079542,0.599487116,0.882578254,
egg,0.162230388,0.632804559,0.902720951,
msta,0.16228273,0.810003377,1,
CG42816,0.162335715,0.828353994,1,
Idh,0.162379655,0.583562212,0.868860397,
CG10077,0.162626009,0.545858377,0.83879458,
CG13865,0.162775762,0.544399657,0.838006539,
CG9836,0.163078814,0.578012483,0.864588753,
Vps29,0.163252191,0.571931183,0.8600358,
CG7770,0.163311922,0.539126488,0.833603787,
Rab18,0.163490276,0.556840395,0.848135375,
Yeti,0.163529102,0.517219299,0.815116736,
mir-100,0.163623119,0.836347612,1,
CG7194,0.163647333,0.685917416,0.927525524,
Cubn,0.163849302,0.656602123,0.915724728,
E(spl)mgamma-HLH,0.163896627,0.687693869,0.928548,
foi,0.164177651,0.567321109,0.856712674,
CG4658,0.164352239,0.625997302,0.898323624,
Acox57D-d,0.164481265,0.626001619,0.898323624,
CG42556,0.164571753,0.834794446,1,
Trc8,0.164922549,0.57470436,0.862006356,
CG5068,0.165169976,0.666903001,0.918363395,
Arl1,0.165206325,0.560665205,0.850922808,
lqf,0.16526904,0.649051619,0.912672832,
Gga,0.165650219,0.49951132,0.800041483,
CSN5,0.16579666,0.523639816,0.821092019,
Atg2,0.165941789,0.624242309,0.898323624,
l(2)34Fd,0.165947651,0.690641982,0.931112948,
DUBAI,0.166063783,0.581606302,0.867351145,
pot,0.166418002,0.823656635,1,
CG17002,0.166666482,0.569688149,0.858755451,
l(3)76BDr,0.16669805,0.541997198,0.836257852,
rap,0.166819268,0.715019045,0.947494343,
mgl,0.167104874,0.573618144,0.861126381,
Rab10,0.167162539,0.536833588,0.832082547,
CG32485,0.167168504,0.757669833,0.972241041,
Bace,0.167281961,0.896105169,1,
CG3709,0.167485542,0.727269568,0.95481426,
Pp2B-14D,0.167544243,0.553559341,0.84475638,
Alg-2,0.167557211,0.522926499,0.820488425,
CG5167,0.167581255,0.66291615,0.91689439,
Prosbeta5,0.167702412,0.539197235,0.833603787,
pgant5,0.167821447,0.569947598,0.858948262,
CG6230,0.167830127,0.5331586,0.829326211,
CG10126,0.167928636,0.714315123,0.94704916,
CG8449,0.168043741,0.655799276,0.915724728,
pit,0.168082592,0.588436517,0.873144539,
Axs,0.168206959,0.663051999,0.91689439,
CG2316,0.168239233,0.542119656,0.836273838,
Ncoa6,0.168366461,0.57888005,0.86498181,
Cnb,0.168492958,0.697706863,0.936091825,
CG10092,0.168500982,0.535897042,0.831173117,
SMC1,0.168504615,0.554987619,0.846192203,
CG17883,0.1688332,0.587148985,0.871973826,
klu,0.168936159,0.651636549,0.914550091,
Blimp-1,0.169068171,0.707153145,0.942619352,
brm,0.169133965,0.546295544,0.83879458,
CG6463,0.169192064,0.641677264,0.906977158,
RecQ5,0.169193619,0.679471201,0.924767472,
CG3792,0.169219266,0.618899672,0.896517746,
eRF1,0.169408658,0.532771881,0.82901959,
CG9804,0.16942182,0.63703012,0.904342764,
Rpn13,0.169506749,0.54436408,0.838006539,
CG1628,0.169642653,0.606142277,0.887966197,
mRpL37,0.170161882,0.631646171,0.902019467,
Sec10,0.170572107,0.624171645,0.898323624,
PDCD-5,0.170707117,0.507343845,0.806456771,
Dcr-2,0.170978161,0.560646612,0.850922808,
mRpS6,0.171022063,0.664789861,0.917287565,
CG32554,0.1710572,0.672749676,0.921802438,
CG14210,0.171346836,0.656772305,0.915724728,
SNF4Agamma,0.171551735,0.536615168,0.831817715,
CG3925,0.171656075,0.651115012,0.914331719,
CG9886,0.171864171,0.669382677,0.920328828,
grau,0.171953473,0.606653348,0.888342854,
CG13096,0.172132586,0.631273155,0.902019467,
Patj,0.172591886,0.540840361,0.834963185,
CG8199,0.172604557,0.505071798,0.804918199,
CG10053,0.172646622,0.617875155,0.89547866,
CR44910,0.172767147,0.837313926,1,
capt,0.172975834,0.55646215,0.847685179,
CycH,0.173141681,0.545112768,0.838375703,
sbr,0.173256192,0.521179393,0.81906978,
Rcd7,0.173328946,0.717561589,0.949258921,
CG7379,0.173543677,0.565750836,0.85569055,
Nup50,0.173691574,0.487497011,0.789766832,
muskelin,0.173738693,0.595042761,0.87921753,
CG7048,0.173747826,0.587062914,0.871920039,
CG7712,0.174072076,0.543124265,0.837011489,
PAN2,0.174333821,0.500245098,0.800433264,
CR45668,0.174372137,0.737456276,0.961917001,
CG14397,0.174494873,0.848749939,1,
lox,0.174925978,0.707719631,0.942943273,
mtm,0.174949657,0.496228099,0.796731091,
Int6,0.175051267,0.592040294,0.876039319,
Use1,0.175065437,0.60590772,0.887845678,
Art8,0.175314401,0.621299589,0.896800348,
CG17186,0.175340551,0.601195826,0.883977721,
CG32801,0.175388984,0.783418244,0.98738813,
dome,0.175790446,0.492912017,0.793967267,
tex,0.175897285,0.65215599,0.914885853,
mRpS17,0.175945864,0.519424954,0.817561416,
viaf,0.176241304,0.58098664,0.866778677,
CR45621,0.176285203,0.806735531,1,
stas,0.176352099,0.534228345,0.830178032,
CR44352,0.176744343,0.892286918,1,
CG42553,0.177079369,0.591990773,0.876039319,
rogdi,0.177290678,0.503867573,0.804025798,
fal,0.177308615,0.579699336,0.865792844,
cbt,0.17730881,0.609147153,0.889576133,
Zasp52,0.178015707,0.553201195,0.844480513,
pon,0.178082444,0.658726976,0.915829476,
usp,0.178095484,0.513498617,0.811886712,
amx,0.178202063,0.588172503,0.87283347,
CG18508,0.178388039,0.583291109,0.868595321,
EloC,0.178691798,0.507536937,0.806519973,
CG14260,0.179267074,0.739680961,0.962975221,
CG2614,0.179481086,0.56282661,0.853240652,
CG43736,0.179637345,0.557275416,0.848337032,
CG10914,0.179675731,0.734400867,0.959560074,
CG5569,0.179746813,0.582800928,0.868151778,
CR43481,0.179841555,0.699855248,0.937464064,
ine,0.179880143,0.768437595,0.979233044,
MESK4,0.179888411,0.665634864,0.917435389,
CG15019,0.179933087,0.520480289,0.81833875,
CR45326,0.180027581,0.802517459,0.997932228,
CG14785,0.180069948,0.716616247,0.948582318,
Cyp4c3,0.180301297,0.79708247,0.995216909,
CG42359,0.180380424,0.547736434,0.840195601,
cnc,0.180427749,0.49708868,0.797622112,
CG11200,0.180431764,0.679628876,0.924767472,
Indy,0.180444255,0.601448065,0.884022212,
CG3587,0.180824548,0.603811217,0.885933754,
CG15721,0.180917754,0.866473074,1,
CG31460,0.181180221,0.579425717,0.865575316,
tud,0.181265911,0.496627927,0.797175334,
snoRNA:Me28S-G3253,0.181268413,0.812571585,1,
CG14545,0.1813388,0.849220207,1,
Scox,0.181563337,0.486240211,0.788528802,
CG7154,0.181566048,0.665704547,0.917435389,
CG9825,0.181732733,0.866644827,1,
CG14650,0.181796177,0.478240141,0.782211437,
CG1582,0.181825389,0.457067112,0.763378896,
FKBP59,0.181834583,0.52047397,0.81833875,
CG11883,0.18216189,0.549758494,0.841776096,
eIF3-S9,0.182176307,0.576245083,0.862887543,
CG5705,0.182361541,0.649783905,0.913223227,
FK506-bp1,0.182387157,0.529828391,0.826616495,
Ptp99A,0.18249162,0.475337587,0.779161612,
Cyp4d8,0.182563334,0.845878274,1,
CG4406,0.182860241,0.580982392,0.866778677,
Maf1,0.183075143,0.489207691,0.791240257,
CG12301,0.183196811,0.665401721,0.917435389,
CG10171,0.183263786,0.59924929,0.882302389,
CG9344,0.183385516,0.577507764,0.864038562,
CG6712,0.183387099,0.521582555,0.819482472,
drongo,0.183462428,0.479209843,0.783013841,
kraken,0.183875654,0.546264133,0.83879458,
CG9667,0.184089132,0.521523192,0.819462819,
adp,0.184125212,0.634041763,0.902720951,
Fkbp14,0.184140579,0.598702325,0.881829412,
CG11307,0.184287327,0.648833569,0.912672832,
dah,0.184289208,0.565340524,0.855494529,
Prx2540-1,0.184330712,0.770257486,0.980123931,
CG17129,0.184343653,0.70476476,0.94115533,
CG16989,0.184348482,0.576072684,0.86285101,
CG11658,0.184493126,0.635607376,0.903288616,
CG12093,0.184528677,0.609930215,0.890134206,
CG2789,0.184576889,0.53181862,0.828125682,
Ack-like,0.184694164,0.51322314,0.811647627,
Cyp12d1-p,0.184890215,0.79875741,0.996146359,
CG3192,0.185435159,0.499203565,0.79991302,
alpha-Man-Ib,0.185648469,0.589363319,0.873660286,
St1,0.185807426,0.792088092,0.991953367,
CG6923,0.186245744,0.609624389,0.889862341,
smid,0.186465594,0.490653253,0.792457789,
Ppox,0.186477506,0.593762778,0.877919604,
l(1)G0196,0.186480033,0.470038863,0.77430884,
eIF-1A,0.186497766,0.539926995,0.834264484,
CG6216,0.186607406,0.8277579,1,
OstDelta,0.186618417,0.567034826,0.856688466,
CG7231,0.186718555,0.464488463,0.769673445,
Spx,0.18673113,0.510950084,0.810274455,
CG34150,0.187039111,0.625106097,0.898323624,
defl,0.187257543,0.572521488,0.860331714,
mRpL35,0.187667202,0.557883286,0.848810437,
CG9747,0.187757503,0.746039875,0.965963682,
beta3GalTII,0.188018063,0.612012797,0.891608969,
CG6191,0.188186228,0.485210202,0.787668021,
betaTub97EF,0.188274442,0.515272183,0.813550124,
CG4061,0.188700696,0.493070704,0.793967267,
Osi21,0.188870972,0.730790026,0.957345334,
mex1,0.188913278,0.570279409,0.858948262,
CG4743,0.189048925,0.549098371,0.841408692,
NFAT,0.189121477,0.601298798,0.88401725,
CG9948,0.189261331,0.551526258,0.843125099,
CG7616,0.189569533,0.688100394,0.928903666,
mub,0.189590631,0.535693947,0.831173117,
Upf3,0.189776969,0.53551493,0.831173117,
CG16865,0.189807442,0.570374455,0.858948262,
CG16721,0.189865109,0.542373955,0.836382332,
cup,0.189972041,0.445497609,0.755672426,
MtnD,0.190012388,0.679511187,0.924767472,
CoVIII,0.19016398,0.635055334,0.902797511,
CG5039,0.190294013,0.558065879,0.848819221,
Uev1A,0.190352255,0.466356435,0.771270394,
Als2,0.19039246,0.471389232,0.775159615,
CR45404,0.190462415,0.836106998,1,
tefu,0.190471124,0.506938112,0.806104881,
sds22,0.190646291,0.472949344,0.776506669,
CG5548,0.190653604,0.503253249,0.803319711,
CG33713,0.190981982,0.517009855,0.814933522,
CG33714,0.190981982,0.517009855,0.814933522,
CG17726,0.191111844,0.580564367,0.86661012,
CG42354,0.191177057,0.574769475,0.862006356,
CG16986,0.191372951,0.602903476,0.884937008,
aux,0.191776566,0.472673605,0.776395693,
NC2beta,0.191896791,0.573641136,0.861126381,
CG5160,0.191945244,0.789052123,0.990776195,
mlt,0.19198303,0.464175579,0.769382968,
CG31076,0.19203006,0.736452522,0.961307159,
mRpL3,0.192049621,0.463478276,0.769382968,
Sgf29,0.192392347,0.642752341,0.907793945,
CG1835,0.192458078,0.790001667,0.991047807,
ntc,0.192509314,0.657823309,0.915724728,
l(2)k05819,0.192574427,0.434269298,0.745500427,
Drep-2,0.192954346,0.675298248,0.92348339,
Scgbeta,0.193394069,0.663286634,0.91689439,
Aats-gly,0.193556743,0.645136601,0.909661331,
CG6654,0.193580968,0.598594981,0.881784403,
CG1951,0.193634864,0.549754924,0.841776096,
Eps-15,0.193697334,0.500709258,0.800786844,
feo,0.193792217,0.624437415,0.898323624,
GABA-B-R3,0.193816411,0.80795044,1,
Mbs,0.194057863,0.469865412,0.774191934,
CG42353,0.194230622,0.570654981,0.85909053,
CG6808,0.194976568,0.536552048,0.831793593,
CG5793,0.195087725,0.575652483,0.862712577,
Srp72,0.195145407,0.545489145,0.838660789,
CG42507,0.195405607,0.544387745,0.838006539,
Lnk,0.195439696,0.437722912,0.747957699,
Rpn9,0.195535561,0.547152448,0.839741691,
CG1801,0.195541871,0.504114375,0.80424705,
CG6276,0.195545349,0.642346946,0.907556998,
disp,0.195602885,0.535960107,0.831173117,
Sik2,0.195696284,0.572130992,0.860256737,
mRpL23,0.195827679,0.48883342,0.790982694,
CG4230,0.19588271,0.540163478,0.834507484,
CG7382,0.195908251,0.569262526,0.85847617,
Egm,0.196503757,0.466278059,0.771270394,
alphaTub84D,0.196523681,0.498885645,0.799697933,
GABPI,0.197138713,0.448908457,0.75846187,
Dak1,0.197142522,0.440859572,0.751011387,
da,0.19720662,0.455079669,0.761687546,
spn-E,0.197519728,0.655383477,0.915724728,
CG5537,0.197581067,0.471888435,0.775435436,
Mpc1,0.197965515,0.468605565,0.77333943,
Hira,0.198139597,0.59664894,0.880569179,
CG1416,0.198162138,0.482379176,0.785989546,
Dim1,0.198314618,0.554475338,0.845608422,
CG8028,0.198361355,0.829690083,1,
CG3589,0.198387143,0.565695851,0.85569055,
Hnf4,0.1986078,0.469328728,0.773728884,
Csat,0.198955602,0.56706017,0.856688466,
BRWD3,0.199086816,0.478306524,0.782211437,
CG42726,0.199100785,0.627061637,0.899095886,
CG42727,0.199100785,0.627061637,0.899095886,
CG4942,0.199112149,0.660805083,0.91689439,
wapl,0.199229052,0.544825847,0.838317304,
CoVIIc,0.199241822,0.570403806,0.858948262,
CoVa,0.199423989,0.534764442,0.830536197,
CG17625,0.199623135,0.761601669,0.97564002,
Su(P),0.19984968,0.418588348,0.733504679,
Nurf-38,0.199856714,0.455817603,0.761940321,
Membrin,0.199887798,0.513108335,0.811647627,
RagC-D,0.200084212,0.450019168,0.758662889,
Tsp29Fa,0.200167113,0.492177473,0.793454144,
btz,0.200188815,0.484960343,0.787668021,
CR44806,0.200255833,0.668683009,0.91961764,
nopo,0.200288908,0.512216396,0.811252809,
mad2,0.200369655,0.527525359,0.824449873,
CG7979,0.200448776,0.52813283,0.824848206,
CG12860,0.200691043,0.789469036,0.990943981,
fab1,0.200890786,0.570231137,0.858948262,
CG33981,0.200890786,0.570231137,0.858948262,
Rab4,0.201299434,0.455961205,0.762010772,
CG7694,0.201365341,0.44396399,0.754471551,
Rrp42,0.201394672,0.49697513,0.797513077,
LSm3,0.201448886,0.519630677,0.81781162,
wech,0.201485787,0.511332505,0.81051346,
MED25,0.201574137,0.595097404,0.87922399,
CG1971,0.201807856,0.7404844,0.96306606,
CG14866,0.201955666,0.678293288,0.924767472,
CG31678,0.201984168,0.508327829,0.807067332,
CG1041,0.202437182,0.53341465,0.829576937,
CG42655,0.202563343,0.812790758,1,
chp,0.202703302,0.752223078,0.969019786,
GstZ1,0.202709077,0.585703517,0.870795486,
CG31739,0.202785464,0.53165846,0.828104256,
CG18600,0.202980125,0.505752783,0.805200363,
Sfp33A3,0.203053574,0.775205471,0.982436294,
CG9865,0.203260801,0.433613198,0.744760368,
CG42379,0.203260801,0.433613198,0.744760368,
CG42380,0.203260801,0.433613198,0.744760368,
CG42381,0.203260801,0.433613198,0.744760368,
CG4572,0.203318487,0.442656876,0.753046276,
snoRNA:Me28S-A982b,0.20337884,0.744658745,0.965105471,
CG9350,0.203468893,0.531737623,0.828125682,
Eno,0.203649721,0.445987778,0.756138642,
Ubc10,0.203667177,0.505409472,0.804918199,
CG1233,0.20385416,0.52080076,0.818684886,
Mctp,0.204013349,0.46796497,0.772871325,
Kua,0.20441567,0.728200331,0.955302943,
Pvf1,0.20474134,0.726186107,0.954037635,
CG8891,0.204762955,0.455500127,0.761714613,
CG7589,0.204801386,0.730282536,0.956946943,
mid,0.204807261,0.837961551,1,
CG45085,0.204871449,0.558691393,0.849401292,
CG8026,0.20497487,0.55851447,0.849391142,
CG10754,0.205162469,0.530342822,0.826931974,
CG4866,0.205240807,0.4172356,0.732060158,
CG8202,0.205369249,0.522624603,0.820309101,
Vha55,0.205572006,0.50144629,0.801529847,
CG6749,0.205722504,0.62024135,0.89669494,
APC4,0.205836693,0.62715665,0.899095886,
CG1142,0.205906741,0.478732991,0.782723834,
ERR,0.20612736,0.562396771,0.852736846,
CR43287,0.206135855,0.771556087,0.980967572,
CG5532,0.206170761,0.484699462,0.787668021,
CG5861,0.206192726,0.417982207,0.732662739,
CG13994,0.206207366,0.522088646,0.819847806,
pes,0.20628784,0.543512794,0.83746267,
CG14830,0.206351235,0.693435107,0.933351466,
CG17359,0.206646495,0.598228971,0.881616507,
CG7407,0.206762024,0.537779938,0.832885071,
CG10492,0.206845409,0.439544881,0.749647973,
CG6813,0.206900697,0.65247936,0.91514547,
CG30493,0.206941752,0.537434772,0.832588832,
Muted,0.207060013,0.501494632,0.801529847,
CG7071,0.207060013,0.501494632,0.801529847,
pelo,0.207071701,0.477250696,0.781212185,
Vps35,0.207114539,0.549068773,0.841408692,
C3G,0.207323931,0.565123932,0.855240769,
Hsf,0.20736667,0.451350988,0.758804493,
mRpL13,0.207391596,0.531418066,0.827944234,
GNBP1,0.207409588,0.626494341,0.898588325,
Non1,0.207431247,0.53484118,0.830536197,
wrapper,0.207483242,0.824543596,1,
CG7789,0.207583344,0.522227124,0.819979567,
CG6511,0.207747405,0.485434348,0.787668021,
not,0.207901211,0.445655557,0.755721902,
CG5850,0.207931359,0.493113067,0.793967267,
CG5844,0.207970767,0.451574346,0.758988593,
UbcE2M,0.208139357,0.430477235,0.742656031,
Cul4,0.208489603,0.455416048,0.761714613,
Prosalpha5,0.208490145,0.48743681,0.789742456,
RpS21,0.208510197,0.486902974,0.789243096,
CG2909,0.20852803,0.426285801,0.739960729,
repo,0.208614754,0.696286773,0.935043019,
CG16908,0.208706689,0.535585403,0.831173117,
CG17829,0.209045516,0.499717324,0.800151606,
CR44170,0.209119791,0.823400496,1,
CG14817,0.209327668,0.413097454,0.728973914,
CG12343,0.209379691,0.473021945,0.776506669,
Klp3A,0.209554832,0.575648339,0.862712577,
dgt4,0.209659943,0.544834351,0.838317304,
Aats-asp,0.209683052,0.542467639,0.836385188,
Surf4,0.210086463,0.416606008,0.731592285,
SP2637,0.210144387,0.600077629,0.883150263,
CG2100,0.210473013,0.437868773,0.748078486,
Sin3A,0.21074872,0.506479508,0.805741913,
CG8814,0.210977006,0.45969964,0.7659471,
CG10417,0.211507127,0.45626339,0.762327731,
CG17669,0.211526666,0.754291249,0.96996941,
CG11880,0.211847322,0.581501006,0.867268064,
CG6733,0.21185296,0.835471564,1,
mira,0.212074733,0.740825267,0.963228256,
CG9855,0.212543001,0.405034366,0.722714861,
CG34015,0.212829325,0.607959032,0.889576133,
CG6453,0.213081064,0.430682991,0.742717956,
mRpS21,0.213360326,0.563264129,0.853607973,
CR44291,0.213425665,0.522021524,0.819847806,
CG32590,0.213447796,0.636964653,0.904342764,
Atac3,0.213461989,0.495428927,0.79612752,
CG14701,0.213538433,0.417345833,0.732060158,
B52,0.213551282,0.422274672,0.736822447,
CG10795,0.213684018,0.538235304,0.833295164,
Pgam5,0.213993499,0.449881467,0.758662889,
Fim,0.214078267,0.53718123,0.832547604,
P32,0.21410039,0.439499919,0.749644391,
alpha-Cat,0.214166615,0.442779408,0.753181468,
RIOK2,0.214272083,0.595352061,0.879303121,
CG14117,0.214293113,0.56503172,0.855240769,
mir-277,0.214432963,0.802247336,0.997932228,
roq,0.214528319,0.476155958,0.78013749,
CG34310,0.214556027,0.391703297,0.707663533,
hang,0.214588826,0.451739027,0.759003559,
CG15611,0.214682091,0.473832569,0.777496165,
mip130,0.21476594,0.484618567,0.787668021,
CG6422,0.214980321,0.441107,0.751357689,
bgcn,0.215060146,0.693882995,0.933539507,
CG6439,0.215083994,0.433241042,0.744690099,
